"BehaviorSpace results (NetLogo 6.1.0)"
"Sugarscape Pension Law.nlogo"
"pensionsExperiments"
"08/12/2019 15:23:25:918 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","minimum-sugar-endowment","maximum-sugar-endowment","visualization","random-initial-age","resources-occupation","social-services","productivity-decay","initial-population","retirement-age","pension-taxes","fixed-fee","[step]","precision piggy-bank 2","precision  (   accumulated-gdp / ( ticks + 1) )  2","precision  ( (gini-index-reserve / count turtles) * 2)  2","died-working-turtles","died-retired-turtles","(died-retired-turtles + died-working-turtles)"
"713","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","790074.69","1527.13","0.42","25994","0","25994"
"714","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","790858.16","1525.99","0.43","26165","0","26165"
"716","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","789113.23","1525.95","0.42","26301","0","26301"
"715","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","791346.61","1526.64","0.43","25813","0","25813"
"717","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","789447.76","1526.09","0.42","26128","0","26128"
"718","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","792174.3","1526.76","0.39","25680","0","25680"
"719","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","789348.67","1527.55","0.42","26074","0","26074"
"721","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152875.8","1527.23","0.46","14691","0","14691"
"720","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","790829.7","1524.43","0.42","25731","0","25731"
"722","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","153056.6","1529.04","0.46","14693","0","14693"
"723","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152989.1","1528.36","0.46","14498","0","14498"
"724","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152877.6","1527.25","0.47","14904","0","14904"
"725","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","153033.7","1528.81","0.47","14835","0","14835"
"726","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","153042.9","1528.9","0.49","14417","0","14417"
"727","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152858","1527.05","0.48","14552","0","14552"
"728","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152908.4","1527.56","0.47","14596","0","14596"
"729","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","153073.9","1529.21","0.46","14848","0","14848"
"730","5","25","no-visualization","true","true","false","false","800","100","10","0","1000","152841.3","1526.89","0.47","14579","0","14579"
"731","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230986.9","1527.42","0.45","17283","0","17283"
"732","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230852.2","1526.01","0.46","17250","0","17250"
"733","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230933.5","1527.04","0.46","17440","0","17440"
"734","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230898.2","1526.38","0.47","17155","0","17155"
"735","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230893.1","1526.42","0.46","17290","0","17290"
"736","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","231065","1528","0.46","17047","0","17047"
"737","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230881","1526.33","0.46","17260","0","17260"
"738","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","231030.6","1527.66","0.47","17118","0","17118"
"739","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","230933.6","1526.99","0.45","17300","0","17300"
"740","5","25","no-visualization","true","true","false","false","800","100","10","0.1","1000","231090.6","1528.02","0.46","16894","0","16894"
"742","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534141.9","1524.94","0.37","23640","0","23640"
"741","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","533922.6","1524.1","0.37","23881","0","23881"
"743","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534218.6","1524.81","0.37","23560","0","23560"
"744","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534191.5","1525.52","0.36","23819","0","23819"
"745","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","533692.4","1523","0.39","23987","0","23987"
"746","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534314.4","1523.53","0.37","23361","0","23361"
"747","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534299.9","1525.09","0.37","23624","0","23624"
"748","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534109.9","1524.41","0.36","23671","0","23671"
"749","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534018.5","1524.25","0.38","23704","0","23704"
"750","5","25","no-visualization","true","true","false","false","800","100","10","0.5","1000","534560.9","1524.44","0.37","23377","0","23377"
"751","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","866847","1524.85","0.47","28870","0","28870"
"752","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","868084.9","1526.24","0.47","28730","0","28730"
"753","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","867509.1","1524.41","0.44","28901","0","28901"
"755","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","867192.4","1523.74","0.48","28994","0","28994"
"754","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","868098.2","1526.07","0.46","28653","0","28653"
"756","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","868062.9","1525.14","0.46","28732","0","28732"
"757","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","867297.4","1524.88","0.47","28769","0","28769"
"758","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","868330.3","1524.36","0.46","28955","0","28955"
"759","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","867099.7","1523.31","0.47","29063","0","29063"
"760","5","25","no-visualization","true","true","false","false","800","100","10","1","1000","868259.8","1524.35","0.43","28629","0","28629"
"761","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431460.1","1523.07","0.39","21551","0","21551"
"762","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431884.88","1524.57","0.4","21662","0","21662"
"764","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431534.81","1523.33","0.4","21754","0","21754"
"763","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431428.12","1522.96","0.38","21901","0","21901"
"765","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431622.83","1523.65","0.39","21923","0","21923"
"766","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431383.97","1522.8","0.4","21921","0","21921"
"767","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431697.82","1523.91","0.37","21631","0","21631"
"768","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","431834.23","1524.39","0.4","21748","0","21748"
"769","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","432058.65","1525.18","0.39","21442","0","21442"
"770","5","25","no-visualization","true","true","false","false","800","100","28.3","0","1000","432045.35","1525.14","0.39","21635","0","21635"
"771","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509376.23","1524.39","0.36","22940","0","22940"
"772","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509009.01","1523.11","0.38","22986","0","22986"
"773","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509122.09","1523.61","0.37","23216","0","23216"
"774","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509315.25","1524.08","0.35","22689","0","22689"
"775","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509114.34","1523.47","0.36","22911","0","22911"
"776","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","508974.97","1523.07","0.36","23187","0","23187"
"777","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","508940.41","1522.89","0.35","22982","0","22982"
"778","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509285.57","1523.95","0.36","22587","0","22587"
"779","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509038.63","1523.23","0.37","23005","0","23005"
"780","5","25","no-visualization","true","true","false","false","800","100","28.3","0.1","1000","509182.97","1523.68","0.35","22796","0","22796"
"781","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812170.88","1524.05","0.34","27987","0","27987"
"782","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812253.1","1524.41","0.34","28050","0","28050"
"783","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812563.26","1524.09","0.35","27665","0","27665"
"785","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812183.96","1524.54","0.36","28198","0","28198"
"784","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812284.1","1523.84","0.34","27816","0","27816"
"786","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","811849.77","1523.11","0.35","28059","0","28059"
"787","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","811934.53","1523.23","0.35","28002","0","28002"
"788","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","811761.32","1522.46","0.35","27980","0","27980"
"789","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812306.39","1523.97","0.33","27671","0","27671"
"790","5","25","no-visualization","true","true","false","false","800","100","28.3","0.5","1000","812259.29","1523.5","0.36","27624","0","27624"
"791","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1008374.46","1526.31","0.59","38075","0","38075"
"792","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1008630.37","1525.76","0.6","38430","0","38430"
"794","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1007104.67","1524.75","0.59","37666","0","37666"
"793","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1007319.33","1524.99","0.59","38095","0","38095"
"795","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1007629.14","1523.9","0.6","38564","0","38564"
"796","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1008424.81","1525.49","0.6","38515","0","38515"
"797","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1008859.97","1525.22","0.61","38560","0","38560"
"798","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1008652.68","1525.17","0.61","38473","0","38473"
"799","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1006544.94","1523.87","0.6","38075","0","38075"
"801","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1383.62","0.43","11287","2586","13873"
"800","5","25","no-visualization","true","true","false","false","800","100","28.3","1","1000","1006930.12","1525.17","0.63","38101","0","38101"
"803","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1383.06","0.43","11318","2650","13968"
"802","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1386.78","0.44","11311","2563","13874"
"804","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1386.23","0.44","11315","2660","13975"
"805","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1387.77","0.44","11461","2577","14038"
"806","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1384.48","0.43","11483","2636","14119"
"807","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1384.77","0.44","11483","2643","14126"
"808","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1383.03","0.44","11364","2563","13927"
"809","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1385.55","0.44","11365","2604","13969"
"810","5","25","no-visualization","true","true","false","false","800","65","0","0","1000","0","1387.76","0.44","11380","2610","13990"
"811","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.6","1380.93","0.45","12047","2313","14360"
"812","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.9","1382.28","0.46","11636","2324","13960"
"813","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.5","1380.93","0.46","11708","2307","14015"
"814","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","2.4","1380.4","0.46","11729","2210","13939"
"815","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","1","1385.19","0.46","12064","2306","14370"
"816","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.9","1383.9","0.45","11967","2249","14216"
"817","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","2.2","1382.43","0.46","11943","2252","14195"
"818","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.8","1381.54","0.44","11520","2323","13843"
"819","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.6","1382.17","0.45","11722","2317","14039"
"820","5","25","no-visualization","true","true","false","false","800","65","0","0.1","1000","0.4","1383.12","0.46","11834","2253","14087"
"821","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","139534","1359.12","0.5","14330","9","14339"
"822","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","140035.5","1359.15","0.5","14495","4","14499"
"823","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","138727.5","1361.6","0.51","14278","0","14278"
"824","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","135715.5","1356.97","0.49","14074","0","14074"
"825","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","140089","1360.64","0.51","14309","2","14311"
"826","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","136409.5","1353.64","0.5","14168","1","14169"
"827","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","141596","1359.16","0.53","14205","0","14205"
"828","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","138009","1355.4","0.5","14241","4","14245"
"829","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","136393","1355.76","0.51","13940","4","13944"
"830","5","25","no-visualization","true","true","false","false","800","65","0","0.5","1000","134977.5","1356","0.5","14377","9","14386"
"832","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","369839","1363.02","0.49","16357","0","16357"
"831","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","366466","1359.63","0.49","16667","0","16667"
"833","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","365894","1359.79","0.5","16232","0","16232"
"834","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","361051","1360.13","0.5","16317","0","16317"
"835","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","374625","1364.41","0.5","16903","0","16903"
"837","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","367857","1360.5","0.49","16634","0","16634"
"836","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","369684","1361.4","0.47","16409","0","16409"
"838","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","374429","1364.56","0.49","16398","0","16398"
"839","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","365775","1361.07","0.48","16087","0","16087"
"840","5","25","no-visualization","true","true","false","false","800","65","0","1","1000","371239","1361.97","0.49","16416","0","16416"
"842","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","2.29","1383.54","0.45","11853","2261","14114"
"841","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","1.27","1382.26","0.45","11886","2281","14167"
"843","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","1.74","1383.57","0.45","11761","2318","14079"
"844","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","1.09","1381.56","0.46","11779","2226","14005"
"845","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","3.32","1382.56","0.43","11735","2182","13917"
"846","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","0.67","1382.38","0.45","11717","2275","13992"
"847","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","0.99","1382.94","0.44","11813","2266","14079"
"848","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","3.63","1382.38","0.46","11882","2247","14129"
"849","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","0.64","1381.82","0.44","12023","2160","14183"
"850","5","25","no-visualization","true","true","false","false","800","65","4.7","0","1000","0.96","1381.77","0.44","11706","2308","14014"
"851","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","4.7","1362.89","0.45","13135","872","14007"
"852","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","1.97","1364.38","0.47","12930","817","13747"
"853","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","4.17","1361.66","0.45","12747","865","13612"
"854","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","4.89","1362.81","0.44","12915","918","13833"
"855","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","7.09","1363.67","0.45","12838","852","13690"
"856","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","5.69","1362.72","0.46","12859","913","13772"
"857","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","3.88","1363.18","0.46","12823","892","13715"
"858","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","1.79","1363.27","0.45","12818","876","13694"
"859","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","10.56","1362.57","0.46","12992","937","13929"
"860","5","25","no-visualization","true","true","false","false","800","65","4.7","0.1","1000","7.54","1364.91","0.46","12959","844","13803"
"861","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","293933.6","1386.38","0.42","21099","4","21103"
"862","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","292712.39","1383.57","0.41","20761","0","20761"
"863","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","294915.49","1387.78","0.4","20940","0","20940"
"864","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","291444.3","1386.01","0.39","20592","0","20592"
"865","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","292696.64","1385.09","0.42","20726","0","20726"
"866","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","293269.41","1385.38","0.41","20954","0","20954"
"867","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","289938.1","1382.42","0.41","20612","0","20612"
"868","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","296464.37","1387.32","0.4","20890","0","20890"
"869","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","293525.38","1386.69","0.43","20843","0","20843"
"871","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","584134.11","1381.37","0.41","24607","0","24607"
"870","5","25","no-visualization","true","true","false","false","800","65","4.7","0.5","1000","289382.37","1383.71","0.42","20770","10","20780"
"872","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","586191.4","1379.67","0.4","25071","0","25071"
"873","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","586066.9","1380.94","0.41","25111","0","25111"
"874","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","581314.22","1377.73","0.4","24550","0","24550"
"875","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","584368.61","1381.1","0.41","25130","0","25130"
"876","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","583676.74","1381.42","0.42","25056","0","25056"
"877","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","586607.83","1381.27","0.4","24873","0","24873"
"878","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","583209.69","1379.66","0.42","24868","0","24868"
"879","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","582445.69","1379.42","0.4","24683","0","24683"
"881","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","11.3","1361.82","0.47","12914","724","13638"
"880","5","25","no-visualization","true","true","false","false","800","65","4.7","1","1000","579878.45","1376.36","0.41","24538","0","24538"
"882","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","2.1","1360.69","0.47","13212","669","13881"
"884","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","2.5","1361.4","0.46","12898","685","13583"
"885","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","7.7","1359.2","0.48","12775","806","13581"
"883","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","22.4","1360.24","0.46","12793","757","13550"
"886","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","3.8","1361.91","0.45","13093","718","13811"
"887","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","5.5","1361.46","0.46","12964","836","13800"
"888","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","2.4","1359.08","0.45","12951","745","13696"
"889","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","1.7","1360.22","0.46","12887","757","13644"
"890","5","25","no-visualization","true","true","false","false","800","65","10","0","1000","4.1","1359.17","0.46","12562","824","13386"
"891","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","59993.3","1363.62","0.45","14928","29","14957"
"892","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","57393.8","1361.59","0.45","14780","31","14811"
"893","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","61048.1","1364.48","0.46","15279","32","15311"
"894","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","57689.6","1364.15","0.45","15031","50","15081"
"895","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","57145.6","1364.93","0.46","14939","33","14972"
"896","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","56673.3","1362.83","0.46","14823","17","14840"
"897","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","58977.1","1364.59","0.46","14965","35","15000"
"898","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","58264.5","1361.79","0.46","14730","26","14756"
"899","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","56565.8","1362.48","0.45","14942","28","14970"
"900","5","25","no-visualization","true","true","false","false","800","65","10","0.1","1000","58782","1364.92","0.45","14956","22","14978"
"901","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","372267.4","1385.13","0.38","22652","0","22652"
"902","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","367523.1","1378.97","0.39","22232","0","22232"
"903","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","369578.3","1382.48","0.38","22499","0","22499"
"904","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","371955.9","1386.69","0.4","23142","0","23142"
"906","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","369785.4","1382.94","0.38","22723","0","22723"
"905","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","367509.6","1381.66","0.39","22566","0","22566"
"907","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","372947.7","1385.79","0.36","22935","0","22935"
"908","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","371650.9","1384.54","0.37","22279","0","22279"
"909","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","374460.9","1386.43","0.4","23551","0","23551"
"910","5","25","no-visualization","true","true","false","false","800","65","10","0.5","1000","370300.1","1381.93","0.39","22920","0","22920"
"911","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","664890.6","1378.34","0.43","27221","0","27221"
"912","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","660985.7","1374.49","0.43","26868","0","26868"
"913","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","666545","1379.13","0.41","27117","0","27117"
"915","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","665375.1","1377.2","0.41","27123","0","27123"
"914","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","663565.2","1376.57","0.43","27076","0","27076"
"916","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","665839.6","1378.68","0.43","27265","0","27265"
"917","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","665612.5","1376.87","0.42","26947","0","26947"
"918","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","665711.8","1379.48","0.43","26980","0","26980"
"919","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","664492.7","1377.14","0.42","26677","0","26677"
"920","5","25","no-visualization","true","true","false","false","800","65","10","1","1000","661967.4","1374.52","0.43","27025","0","27025"
"921","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","291753.49","1385.38","0.39","21023","0","21023"
"922","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","291768.63","1386.44","0.39","20893","0","20893"
"924","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","290222.22","1382.69","0.39","20980","1","20981"
"923","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","288666.74","1381.13","0.39","20454","0","20454"
"925","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","287897.47","1380.6","0.39","20576","0","20576"
"926","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","292323.69","1385.94","0.38","21060","0","21060"
"927","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","289086.81","1382.42","0.4","21038","0","21038"
"928","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","290141.75","1383.6","0.38","20903","3","20906"
"929","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","288254.73","1381.93","0.42","20640","0","20640"
"930","5","25","no-visualization","true","true","false","false","800","65","28.3","0","1000","287388.63","1381.07","0.38","20333","2","20335"
"931","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","357818.46","1381.44","0.38","22049","0","22049"
"932","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","357300.69","1382.3","0.38","22103","0","22103"
"933","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","356284.27","1379.87","0.39","22381","0","22381"
"934","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","358355.88","1381.64","0.38","22468","0","22468"
"935","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","358697.67","1380.87","0.37","22489","0","22489"
"936","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","356477.39","1380.09","0.36","22247","0","22247"
"937","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","355292.13","1379.48","0.38","22241","0","22241"
"938","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","359915.73","1383.78","0.36","22529","0","22529"
"939","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","358472.55","1381.77","0.38","22219","0","22219"
"940","5","25","no-visualization","true","true","false","false","800","65","28.3","0.1","1000","356529.89","1380.36","0.38","22289","0","22289"
"941","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","614186.92","1373.92","0.35","26525","0","26525"
"942","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","612967.22","1372.52","0.34","26278","0","26278"
"943","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","615618","1376.52","0.34","26764","0","26764"
"945","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","614291.13","1373.97","0.33","26838","0","26838"
"944","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","614576.96","1374.09","0.34","26741","0","26741"
"946","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","612716.02","1373.07","0.34","26467","0","26467"
"947","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","616916.59","1375.01","0.34","26618","0","26618"
"948","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","618320.59","1377.3","0.34","26971","0","26971"
"949","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","615556.88","1375.33","0.32","26139","0","26139"
"950","5","25","no-visualization","true","true","false","false","800","65","28.3","0.5","1000","615076.92","1374.58","0.36","26356","0","26356"
"951","5","25","no-visualization","true","true","false","false","800","65","28.3","1","1000","843533.59","1395.55","0.59","33884","0","33884"
"952","5","25","no-visualization","true","true","false","false","800","65","28.3","1","1000","843810.58","1394.87","0.6","33829","0","33829"
"954","5","25","no-visualization","true","true","false","false","800","65","28.3","1","1000","844349.11","1393.51","0.6","33654","0","33654"
